actorName,actorMovieCount,actorAwardNominations,actorAwardWins
Harry Hamlin,85,5,4
Vladimir Yepifantsev,53,1,1
Sebastian Hiort af Ornäs,13,1,0
Hikaru Midorikawa,278,0,0
Juha-Pekka Mikkola,49,0,0
Louise Bourgoin,22,1,2
Rachelle Lefevre,74,1,1
Himeka Asami,16,0,0
Sascha Kruscharska,1,0,0
Luis Fernando Peña,78,5,4
Aileen Pringle,85,1,1
Craig Hall,65,1,1
Danuta Szaflarska,49,3,6
Dimitrije Vojnov,14,1,1
Marjorie Yates,64,0,0
Bonar Colleano,36,0,0
Thomas Acda,29,2,2
Josh Hamilton,89,2,2
Natalie Hall,28,0,0
Anne Shirley,68,2,2
Ranbir Kapoor,29,27,28
Carlos Padilla,6,0,0
Jack Webb,28,8,12
Louis Theroux,1,4,4
Eva-Maria Kurz,121,0,0
Sophie Cattani,38,0,0
Natalya Bystrova,4,0,0
Donnie Wahlberg,65,5,2
Marc Béland,34,1,0
Jeff Wincott,75,1,0
Sean Lynch,32,0,0
Eduardo Fernández,75,33,33
Adam Green,19,6,9
Kip Canyon,7,0,0
Jean Vander Pyl,87,1,1
Mitchell Hurwitz,9,20,8
Eiji Okada,116,0,0
Tak Sakaguchi,38,0,0
Patrick Huard,34,10,2
Lauren Vélez,48,18,6
Luke de Woolfson,31,0,0
Darsheel Safary,6,2,2
Frank Cermak Jr.,10,1,1
Jérémie Renier,60,14,9
Justin Bruening,34,1,1
Mathilda Paradeiser,6,0,0
Ogie Banks,99,1,0
Klara Rumyanova,169,0,0
Ilaria Occhini,56,2,8
Jack Nance,39,0,0
Fábio Assunção,42,10,5
Alan Sparhawk,2,0,0
Dmitri Solovyov,4,0,0
Joo Jin-Mo,43,0,0
Neha Dhupia,58,1,1
Damon Albarn,46,2,0
Beck,56,15,7
Rufus Thomas,6,0,0
Peter Reznick,2,0,0
Bradford Simonsen,3,1,0
Miki Ros,1,0,0
Laura San Giacomo,56,6,8
John Hansen,3,0,0
Oscar Isaac,47,50,21
Stephen Shellen,56,0,0
Jake Muxworthy,26,0,0
Peter Fenton,7,3,1
Marc Paquet,13,1,0
Yftach Katzur,16,0,0
Michael Laurino,7,0,0
Doug McClure,101,1,3
Travis Fimmel,27,1,0
Sam Trammell,65,2,4
Daiva Ksivickiene,1,0,0
Miranda Richardson,120,41,20
Margo,27,0,0
Lucas Cruikshank,19,2,1
Laura Michelle Kelly,3,2,0
Pernille Kaae Høier,14,0,0
Anna Hutchison,37,1,0
Janette Armand,3,0,0
Jim Jefferies,11,1,0
Simon J. Berger,33,0,0
Lyle Talbot,332,0,0
Manuel Gélin,62,0,0
Nora Arnezeder,23,2,2
Tim Preece,121,0,0
Jason Alexander,136,39,11
Minako Kotobuki,80,0,0
David Ogden Stiers,167,5,4
Sid Laverents,1,0,0
Leandro Arvelo,20,0,0
Trudy Young,26,1,0
Annie Townsend,1,1,1
Fred Vogel,8,1,2
Carly Schroeder,27,5,3
Horst Janson,157,2,2
Victoria Beckham,17,5,3
Helena Albergaria,12,1,3
Doze Niu Cheng-Tse,25,18,7
Pedro Armendáriz,128,4,3
Enrico Lo Verso,80,7,4
Helena Vondráčková,16,0,0
Teuvo Tulio,6,1,1
Adam Lundgren,42,2,2
Youn Yuh-jung,42,6,12
Shiri Appleby,81,5,0
Jessica Meyerson,19,0,0
Connie Nielsen,55,8,5
Zinoviy Gerdt,108,1,2
Melia Kreiling,21,0,0
Yorgo Voyagis,67,0,0
Rose Byrne,65,27,15
Stephanie Beacham,90,4,1
Jerry Garcia,2,0,0
Emi Kuroda,2,0,0
Nate Dushku,22,0,0
Ross Kettle,18,1,0
Jenn Gotzon,75,7,8
Rafiq Anwar,28,0,0
Cleophas Kabasita,4,0,0
Karen Miyama,43,0,0
Clarence Muse,165,0,0
Fatsah Bouyahmed,25,0,0
Julien Baumgartner,36,1,1
Keith Coogan,79,6,1
Linus Aaberg,2,0,0
Jamie Foxx,70,80,48
Warren Beatty,34,52,39
Robert Sacchi,22,0,0
Ken Maynard,94,1,1
Alexis Kendra,17,0,0
Norman Wisdom,45,2,2
John Forsythe,102,17,8
Melissa Romero,1,0,0
Vojin Ćetković,54,1,1
Agnieszka Mandat-Grabka,39,1,1
David Bunce,15,0,0
Paul Valjean,4,0,0
Hera Hilmar,25,1,4
Lindsay Hartley,24,3,0
Paula Beer,16,5,3
Ryohei Kimura,93,0,0
Rodney Dangerfield,37,4,3
Martin Burke,9,0,0
Irán Castillo,51,2,0
Chris D.,6,0,0
Hiroyuki Sanada,97,4,17
Tyrone Power,52,1,2
Alex Vincent,14,1,0
Walter Cronkite,6,11,12
Andrés Gertrúdix,63,5,2
Michel Diercks,20,0,0
Jacky Cheung,78,18,4
Bob Bancroft,82,0,0
Frederick Lau,97,3,8
Wendell Corey,78,1,1
Adam Sinclair,24,1,0
Dean Stockwell,205,13,12
Özcan Deniz,24,0,0
Emmanuel Garijo,21,0,0
Stefán Karl Stefánsson,21,1,1
John Gilbert,101,1,1
Farhan Ally Agha,16,0,0
Derek Mears,108,2,0
Richard Benjamin,44,7,2
Jeffrey Dean Morgan,68,3,4
Ryan Newman,18,4,1
Cut Chemist,7,0,0
Joanna Haartti,19,0,0
Brooke Bloom,58,1,1
Rani Mukerji,55,35,27
Denise Richards,94,7,4
Vyacheslav Fetisov,1,1,1
Nina Shubina,1,1,1
Stanley Holloway,88,3,1
David Field,91,2,2
Jeroen Krabbé,103,6,5
Michael Riley,66,12,5
Geno Lechner,65,1,1
Rimau Grillo Ritzberger,2,1,1
Rakel Wärmländer,25,0,0
Michael McKean,229,22,10
Mirto Alikaki,39,2,2
Hugh Lambe,21,0,0
Michelle Page,36,1,1
Oksana Fandera,29,7,1
Jonathan Rosenthal,16,0,0
Derick Martini,3,2,2
C.V. France,27,0,0
Hatty Jones,5,3,0
Seth Rogen,91,34,12
Griff Furst,85,1,1
Arnold Johnson,46,0,0
Outi Mäenpää,85,7,7
Jamey Sheridan,76,4,2
JoAnna Garcia,51,2,0
Kiều Chinh,66,1,1
Chikako Aoyama,25,0,0
Marko Matvere,21,0,0
Robert Prichard,11,0,0
Chips Rafferty,45,0,0
Artyom Tkachenko,43,2,0
Angelica Panganiban,69,20,8
Negar Shaghaghi,1,0,0
Raimu,54,3,3
Sara Takatsuki,30,0,0
Howard Duff,138,1,1
Dean Reed,24,0,0
Michael Biehn,106,2,3
Gustavo Sánchez Parra,113,2,3
Julien Doré,8,0,0
Claudio Amendola,72,16,12
Laura Bayley,9,0,0
Pier Giorgio Bellocchio,30,2,1
Saadet Isil Aksoy,23,1,6
Ed Gale,58,0,0
Nacho Vigalondo,34,16,22
Fyodor Bondarchuk,66,22,9
Olga Kuzmina,14,0,0
Sally Field,64,80,43
Michael Bleviss,1,0,0
Janelle Brady,3,0,0
Bernadette Lafont,190,3,4
Khurshed Golibekov,1,0,0
Robert Judd,2,0,0
Lauryn Hill,20,8,13
Terry Congie,2,0,0
Markku Toikka,60,0,0
Kathryn Prescott,23,0,0
Zacharie Chasseriaud,45,0,0
Corin Nemec,100,4,1
Bradley Gregg,42,0,0
Pierre Deladonchamps,28,7,2
Christophe Miossec,5,0,0
Stefania Rocca,79,8,5
Sergei Bezrukov,52,7,3
Charlton Heston,128,20,16
Brian Wimmer,49,0,0
Andrew Ross,2,0,0
Megan Gallagher,64,0,0
Tatiana Saphir,11,2,2
Toby Wallace,22,1,0
Antonio Banderas,110,41,41
Antônio Pitanga,1,0,0
Samuel Pettit,2,0,0
Bassem Youssef,4,1,1
Maika Monroe,28,5,4
Treat Williams,123,14,4
Ralph Richardson,86,8,10
Leo Howard,22,2,2
Erik von Detten,58,7,0
Donald Trump,22,6,4
Jim Kelly,16,0,0
James Craig,106,0,0
Rick Roberts,94,3,2
Ed Nelson,192,0,0
Tobias Schenke,83,1,1
Sonia Suhl,3,1,0
Isabelle Huppert,137,52,106
Rade Serbedzija,189,5,10
Amanda Renberg,15,0,0
Lauren Currie Lewis,9,0,0
Yu Jun-sang,2,0,0
Anna Ammirati,29,1,1
Magdalena Cielecka,55,4,1
Francesca Romana Coluzzi,53,4,4
Mike Connors,109,12,1
Harry Baur,78,2,2
Chris Hayes,43,5,0
Mavis Staples,4,3,0
Francesco Cusimano,2,0,0
Philippe Lacheau,14,2,2
Jared Leto,50,36,50
Andrew J. West,43,1,0
Geng Le,30,1,0
Leigh Harris,5,0,0
Kim Woo-bin,27,4,1
Brandon Routh,57,6,6
Juanita Brown,9,0,0
Lauritz Falk,71,0,0
Kang Ha-na,4,0,0
Ville Haapasalo,51,1,1
Yûko Hosoe,6,0,0
Terri Abney,23,0,0
Oldzhas Nusupbayev,2,1,1
Kristy McNichol,38,10,8
Anatoly M. Sagalevitch,1,0,0
Carla Del Poggio,34,0,0
Joe Reegan,29,0,0
Willis Earl Beal,2,0,0
Hans Matheson,30,0,0
Ila Arun,35,2,1
Moshe Kasher,27,0,0
Robert Lynen,13,0,0
Jennifer Tse,6,0,0
Charlotte Ayanna,25,1,1
Fairuza Balk,49,6,4
Eleanor Tomlinson,24,3,0
Cédric Jourde,1,0,0
Prathamesh Parab,7,0,0
Dawn Addams,72,0,0
Jason David Brown,6,1,1
Olga Breeskin,23,0,0
Vasiliy Livanov,88,2,2
Dmitriy Kharatyan,65,1,1
Martin Gore,5,0,0
Stathis Giallelis,12,2,2
Michael St. Michaels,14,0,0
Mehrdad Sedighian,20,2,0
Tony Kendall,57,0,0
Carlo Marks,20,0,0
Susannah York,108,7,3
Tito Furtado,1,0,0
Alec Guinness,63,20,29
Levente Igaz,1,0,0
Casey Siemaszko,73,0,0
Jonathan Daniel Brown,13,4,4
Takahiro Sakurai,344,0,0
Lindsay Pulsipher,45,1,1
Alexandra Borbély,21,2,2
Rene Russo,29,28,5
Trevor Howard,119,14,4
Johnny Knoxville,44,13,0
Gregory Corso,4,0,0
Christine Auten,88,1,0
Wei Wei,46,34,32
Mikael Persbrandt,69,12,4
Paul Whiteman,13,0,0
James Brolin,137,13,8
Craig Hill,93,0,0
Kim Vithana,34,0,0
Nora Gregor,25,0,0
Pascale Hutton,53,4,2
Eriq La Salle,57,18,10
Claudia Gerini,73,21,11
Koji Tsuruta,190,1,1
Robert Tossberg,6,0,0
Layke Anderson,15,13,10
Joan Caulfield,40,1,1
Yu Rong-Guang,83,0,0
Yue-Feng Qiu,1,0,0
Guo Tao,43,4,3
Gabriel Luna,23,1,1
Tor Johnson,49,0,0
John Frazier,2,46,12
Jimmy Carter,1,2,2
Cameron Esposito,14,0,0
Varun Dhawan,18,6,10
Mayuko Iwasa,60,0,0
Vegar Hoel,44,3,3
Don Porter,93,1,0
Yumiko Shaku,57,0,0
Barry Corbin,214,10,10
Vilma Santos,229,35,50
Adrian Țofei,2,7,3
Lee Eung-kyeong,2,0,0
Annabelle Moore,1,0,0
Sergey Chirkov,19,0,0
Satu Silvo,49,1,1
Alain Delon,107,4,11
Betty Balfour,34,0,0
Robyn Buck,11,1,1
Johan H:son Kjellgren,47,1,0
Tatum O'Neal,33,4,4
Anthony Dexter,25,0,0
Carmela Sazio,2,0,0
Tatyana Ali,79,11,7
Archie Panjabi,67,14,7
Gene Evans,157,1,1
Elizabeth Banks,87,35,16
Johnny Depp,91,143,79
Miho Nikaido,23,0,0
Ashton Kutcher,36,40,18
Margi Clarke,26,2,2
Sendhil Ramamurthy,34,0,0
Sean Biggerstaff,26,1,2
Luiz Carlos Vasconcelos,38,8,8
Raimondakis,1,0,0
Jeremy Adams,3,0,0
Brad Ashby,1,0,0
Behzad Khodaveisi,10,0,0
Natalia Álvarez-Bilbao,11,0,0
Gian Maria Volonté,68,8,30
Alessandro Besentini,15,0,0
Dom DeLuise,125,3,4
Swara Bhaskar,23,6,2
Skylan Brooks,25,3,0
John Cusack,85,20,8
Matthijs van de Sande Bakhuyzen,35,4,0
Misato Tanaka,41,0,0
Nicholas Galitzine,7,0,0
Sandra Bullock,57,112,76
Brendon Ryan Barrett,14,1,0
Anders Mossling,20,1,1
Àlex Brendemühl,110,11,10
Francesco Scianna,29,4,4
Freddie Frinton,19,0,0
Patrick Wymark,52,0,0
Villmar Björkman,1,0,0
Rosanna Schiaffino,45,3,1
Hélène de Fougerolles,60,2,1
Tadao Takashima,64,0,0
Blayne Weaver,39,1,10
Rudolf Frecska,2,0,0
Jason Amerine,1,0,0
Banksy,55,26,7
John Laurie,162,0,0
Zdenek Bezusek,1,0,0
Alban Ukaj,20,0,0
Keye Luke,220,1,1
Onur Ünsal,16,1,1
Derek de Lint,99,2,2
Lolita Davidovich,94,5,1
Oldoz Javidi,10,1,0
Jamie Bartlett,24,0,0
Stephen King,24,8,7
Inga-Kai Puskar-Polonski,4,0,0
Jake Macapagal,24,3,0
Chen Song,1,0,0
Emma Caulfield,41,2,4
Lash La Rue,41,1,1
Romain Duris,52,13,5
Rudy Youngblood,12,0,0
Maria Montez,28,0,0
Christian De Sica,88,1,7
Natalya Kudryashova,11,4,4
Béla Fesztbaum,37,0,0
Vincent Zhao,39,1,0
Peter Steele,2,0,0
Oliver Milburn,49,0,0
Mia Farrow,59,24,8
Mylène Farmer,50,1,1
Noémie Godin-Vigneau,21,0,0
Vivian Vaughan,1,0,0
Lisa Eichhorn,67,4,2
Frank Mayo,354,0,0
William McDonald,130,0,0
Adrian Grønnevik Smith,5,0,0
Douglas Ivan,4,0,0
Helge Schneider,32,1,1
Rajinikanth,212,3,19
Hani Furstenberg,21,2,2
Lisa Brenner,45,0,0
Jessalyn Gilsig,50,5,2
Ursina Lardi,44,2,1
Nancy Travis,66,1,0
Robert Pattinson,35,49,42
Zoé Héran,9,2,1
Ivan Urgant,19,7,5
Tomokazu Seki,348,0,0
Antonio Resines,147,12,13
Ricardo Cortez,103,1,1
Sam Smith,52,0,0
John T. Woods,57,3,3
Tova Magnusson,48,2,0
Tim Robbins,73,40,37
William Daniels,120,11,4
Bai Ling,111,2,12
Devon Gummersall,67,1,0
John Flansburgh,9,2,2
Michael Vartan,41,5,0
Kerrigan Mahan,97,0,0
Makio Inoue,79,0,0
Péter Rudolf,86,0,0
Pierre Prieur,4,0,0
Randy Blythe,3,0,0
Vyacheslav 'Slavik' Kryklyvyy,1,0,0
Viktor Stepanov,55,1,1
Maki Sakai,67,1,1
Leslie Fuller,26,0,0
Orlando Bloom,42,27,27
Jeffrey Byron,40,0,0
Chris Messina,58,11,3
Billy Halop,77,0,0
Martin Clunes,85,13,4
Brianna Brown,64,2,4
Leonardo Pieraccioni,19,4,8
Daniel Roebuck,234,2,4
Hatsuo Yamaya,26,0,0
Yahima Torres,1,1,0
Arnobio Salazar Rivas,1,0,0
Dragan Bakema,57,2,0
Luc Picard,56,10,6
Mathias Melloul,7,0,0
Christy Carlson Romano,69,3,4
Marcelo Alonso,32,2,0
Natalia Tena,39,5,5
Gérard Rinaldi,84,0,0
Guadalupe Alonso,1,1,0
Frank Powell,58,0,0
Kim Jansson,7,0,0
Sara Brooks,7,0,0
Jacques Brel,11,1,0
René Liu,32,13,14
Joëlle Miquel,7,0,0
Joel Evans,2,0,0
Bart Klever,97,0,0
Jonah Hill,60,58,9
Lili Damita,36,0,0
Juliette Lewis,90,24,12
Lily Franky,68,5,8
Russell Harvard,14,0,0
Stanislaw Latallo,1,0,0
Windham Beacham,11,0,0
Ed Quinn,51,0,0
Bob McGrath,22,0,0
Matthias Schoenaerts,58,13,16
Prometheus Aleifer,18,2,0
Yevgeni Antropov,12,1,0
Jeanette Roxborough,13,1,1
Tad Hilgenbrink,13,0,0
Michael Stuhlbarg,48,50,12
Sathish Ninasam,15,1,0
Chris O'Donnell,36,6,5
William Phipps,231,1,1
Dominic Monaghan,43,17,11
Brian Bosworth,23,2,0
Forrest Landis,11,1,2
Jeffrey Wright,65,39,14
Beth Riesgraf,35,3,0
Toto Bissainthe,10,0,0
Pelé,10,2,2
Michael Parducci,5,0,0
Van Hansis,17,9,5
Anna Gunn,64,20,5
Morgan C. Jones,44,0,0
Marcin Walewski,12,0,0
Omero Antonutti,84,1,1
Dana Andrews,105,1,1
Jeremy Irons,92,32,30
Kip Pardue,62,1,2
Franco Interlenghi,105,1,0
Antonio de la Torre,113,38,17
Usha Bane,1,0,0
Todd Waring,62,0,0
Kelly Reno,4,1,0
Adam Kaufman,41,0,0
Charlie Creed-Miles,74,1,0
Pipilotti Rist,3,2,1
Ofelia Popii,10,1,1
Lewis McKenzie,5,0,0
Hannah Bailey,2,0,0
Walter George Alton,4,0,0
Martina Stoessel,5,1,2
Eric Lively,29,4,0
Edward Everett Horton,180,1,1
Anders W. Berthelsen,53,15,2
José Luis Manzano,8,0,0
Rachel Bilson,22,5,4
Assen Blatechki,54,1,1
Jonathan LaPaglia,36,3,1
Francesco Mandelli,20,0,0
Kaarina Hazard,18,3,4
Beyoncé Knowles,112,153,68
François Cluzet,104,15,7
Katy Haywood,1,0,0
Frankie Banali,10,0,0
Michael Lombardi,17,0,0
Alessandra Mastronardi,36,3,1
Julian Radlmaier,3,3,2
Tisha Campbell-Martin,57,10,2
Anthony Mackie,65,30,6
Christien Anholt,34,0,0
Ella Raines,29,2,2
Franca Gonella,33,0,0
Kenichi Suzumura,183,0,0
Zhao Jian,1,0,0
Dmitry Brauer,23,0,0
Wes Studi,93,1,8
David Geclowicz,3,0,0
Sandra Hüller,32,17,15
John Hargreaves,58,3,6
Simon Carmiggelt,3,0,0
Patricia Wettig,35,4,4
Christopher Wiehl,67,0,0
Scott Hall,42,0,0
Catherine E. Coulson,16,0,0
Simon Lyndon,49,2,2
Justin Armstrong,14,0,0
Flavio Pistilli,19,0,0
Toma Cuzin,40,2,0
Jelani Cobb,1,1,0
Paul Wing,1,0,0
Pepón Nieto,49,2,3
Alison Folland,26,2,0
"Al Freeman, Jr.",49,6,4
Jesse Lee Soffer,27,5,0
Naomie Harris,44,57,20
Josefine Mattsson,4,0,0
Beverly Roberts,28,0,0
Michael Clarke Duncan,99,16,5
Divine,13,2,2
Robert Powell,75,1,1
Tom Poston,105,5,1
Yoshirô Aoki,48,0,0
Lorna Maitland,3,0,0
Germán de Silva,54,4,1
Ruby LaRocca,72,1,1
Theresa Randle,29,1,0
Paul McCloskey,15,0,0
Kees van Eyck,1,0,0
Dino Strano,32,0,0
Madeleine Robinson,104,3,3
Marie Vinck,30,1,3
Paul Reubens,111,23,9
Peter Facinelli,60,2,1
Chris Beattie,4,1,0
Mark Duplass,45,8,8
Tom Beard,50,0,0
Lemmy,27,0,0
Ally Sheedy,90,12,4
Serhat Tutumluer,20,1,1
Chris Brown,69,48,7
Tino Mewes,68,3,0
Miroslava,30,1,0
Virginia McKenna,61,4,2
Guillermo Díaz,91,7,1
Jeff Conaway,92,3,3
Whoopi Goldberg,175,84,57
Devin Bonnée,28,0,0
Scoot McNairy,76,12,6
Yvette Yzon,11,0,0
Jessica Chastain,54,111,79
Natalya Belokhvostikova,27,2,2
Fakir Musafar,2,0,0
Kedar Williams-Stirling,15,0,0
Robert de Hoog,39,3,3
Barbara Bouchet,96,1,0
Atibou Aboubacar,2,0,0
Mae Whitman,148,30,9
Ma Dong-seok,48,9,1
Molly Malcolm,29,0,0
Daisy Broom,13,0,0
Chris Jarvis,13,0,0
Michael Blodgett,30,0,0
Ryo Kase,88,4,6
Patrick McFadden,15,1,1
Christian Patey,3,0,0
Lea Floden,12,0,0
Austin Stoker,56,0,0
Lola Dueñas,53,11,19
Jesdaporn Pholdee,14,1,0
Germaine Dermoz,67,0,0
Nicolas Brioudes,2,0,0
George Nichols,221,0,0
Frank Zieger,26,0,0
Natalya Pavlenkova,8,3,3
Adolfo Jimenez Castro,1,0,0
Mackenzie Crook,74,3,1
Jean Parker,83,1,1
Park Ji-yeon,7,0,0
Regina Hall,52,7,2
Lauren Lapkus,83,3,3
Michelle Clunie,57,1,1
Eddy Merckx,1,0,0
Albert Préjean,102,0,0
Anna Mouglalis,42,1,1
Meagan Good,76,9,0
Nicholas Gonzalez,85,0,0
Maria Hofstätter,47,3,3
Ion Fiscuteanu,20,1,3
Renée Soutendijk,68,1,4
Dylan Taylor,46,1,0
Olle Sarri,37,2,1
Rebecca Gibney,51,23,6
Dragoljub Aleksić,2,0,0
Wendi McLendon-Covey,75,6,3
Pietro Sibille,33,3,3
Lin Gengxin,2,0,0
Irena Ivanova,1,1,3
Jenny Hanley,27,0,0
Joel McCrea,95,6,6
Lee Ji-ah,12,1,1
Jean-Loup Reynold,15,0,0
Adèle Haenel,33,7,9
Tim McGraw,18,14,4
Jérémie Elkaïm,60,2,4
Randy Russell,6,1,0
Mayim Bialik,55,28,9
Juan José Camero,34,0,0
Zalman King,40,2,1
Max Rhyser,36,1,0
Ana Paula Arósio,26,10,8
Yancy Butler,51,2,2
Martina Ebm,18,0,0
Omar Regan,8,0,0
Malcolm Stumpf,2,1,0
Bobby Vee,1,0,0
Aria Emory,23,0,0
Jan Machulski,97,1,1
Emmy Rossum,43,21,9
Jack Neo,23,4,3
Ghilherme Lobo,10,1,2
Pierre Blanchar,58,2,2
Acquanetta,11,0,0
Luke Wilkins,18,0,0
Lance Sloane,3,0,0
Dan Cortese,41,0,0
Robert Render,31,0,0
Valérie Cantin,6,0,0
Reid Warner,10,0,0
Amber Kuo,30,4,2
Mieczyslaw Czepulonis,1,0,0
Nene Otsuka,73,2,2
Jean-Pierre Marielle,137,8,5
Chris Cunningham,1,3,0
Steve McQueen,6,88,84
Andy Serkis,96,51,39
Roxana Blanco,7,1,7
Mauricio Dayub,46,2,0
Ada Condeescu,8,2,3
Fyodor Dunayevsky,5,0,0
Anthony Starke,60,0,0
Zarah Leander,27,0,0
Antonis Kafetzopoulos,61,5,5
Kenji Yamauchi ,10,2,0
Dolly Davis,52,0,0
Narutoshi Hayashi,27,0,0
Frank Black,226,3,12
John Patrick Jordan,41,0,0
Michaela Kuklová,57,0,0
Lucas Till,39,4,0
Taryn Manning,73,4,3
Stefano Accorsi,59,10,13
Kevin Nealon,82,4,1
Sandrine Battistella,1,0,0
Barlow Jacobs,21,1,1
Joe Don Baker,82,4,1
Sezai Paracıkoğlu,12,0,0
Paul Bosche,6,0,0
Christopher Thornton,30,0,0
Pierre Dux,58,0,0
Goldie Hawn,34,34,21
Stig Frode Henriksen,22,1,1
Loes Luca,36,1,0
Muzaffer Özdemir,6,2,1
La Caita,1,1,1
Rudolf Klein-Rogge,95,0,0
Sola Aoi,37,1,1
Ladislav Jakim,12,0,0
Jean Marchand,38,1,0
Shelby Young,42,0,0
Candace Hilligoss,5,0,0
Jens Hultén,64,0,0
Sam Louwyck,82,5,3
Hyo-jeong Lee,1,0,0
Lysette Anthony,89,1,0
Jean Cocteau,14,4,2
Leslie Cheung,59,19,4
Gilbert Sicotte,60,3,3
Michael E. Knight,31,14,5
Borce Nacev,7,0,0
Perdita Weeks,32,0,0
David Christian Welborn,28,1,1
Yûnosuke Itô,128,1,1
Mustafa Nadarević,123,5,5
Yavuz Bingöl,25,0,0
Jeremy Seifert,1,1,1
Declan Donnelly,8,9,32
Jimmy Wang Yu,87,4,2
Jon Voight,98,35,25
Pierre Étaix,34,5,9
Kent Taylor,151,2,2
Michael Crawford,49,4,1
Lyudmila Gurchenko,95,3,3
Tuppence Middleton,41,0,0
Yvette Chauviré,8,0,0
Dave Bautista,61,2,3
Ebizo Ichikawa,1,0,0
Pascale Ogier,15,1,1
Anthony Therrien,10,1,0
Seret Scott,9,0,0
Allison Paige,29,0,0
Zoe Kazan,30,11,5
Eeva-Maija Haukinen,89,1,1
Diana Bang,49,1,0
Maria Bamford,93,5,5
Nino Manfredi,122,5,27
Sergey Svetlakov,15,6,2
Rachel Boston,51,3,3
Vincent Dubois,26,0,0
Pertti Koivula,47,1,1
Marko Zaror,25,3,1
Ayesha Takia,26,3,3
Jane Levy,27,2,0
Bokeem Woodbine,97,7,2
William McNamara,116,1,1
Daniel Pinchbeck,3,0,0
Ana Golja,30,0,0
Antoine Monot Jr.,102,1,2
Ed Begley Jr.,313,11,3
Grace Johnston,27,1,0
Dave Allen,84,1,0
Veronica Ngo,14,0,0
Meg Tilly,29,8,4
Koki Maeda,32,0,0
Kim Hyang-gi,16,3,1
Jimmy Ritz,19,0,0
Layla Kayleigh,6,0,0
Tim Abell,106,2,2
Emmanuelle Seigner,45,6,2
Kelly Clarkson,40,31,8
Jacek Borusinski,12,0,0
Jet Li,51,15,4
Kirsty Mitchell,53,2,0
Lucy Morton,3,0,0
Rolf Wenkhaus,3,0,0
Larry Sullivan,97,1,1
Julieta Zylberberg,51,6,5
Alex Russell,25,1,1
Moira Kelly,43,1,1
Trine Dyrholm,61,20,21
Kathleen Kinmont,49,0,0
Butch Patrick,59,0,0
Max von Thun,90,1,1
Dominic Rains,56,1,3
Pepper Sweeney,50,0,0
Trent Harris,1,1,2
Yoshiko Okada,50,0,0
Vanessa Hudgens,54,19,5
Chuck Wagner,13,0,0
Ichirō Nagai,235,0,0
Christopher Guest,88,20,9
Miyu Irino,123,0,0
Paul Robeson,12,2,2
Fyodor Lavrov,34,0,0
Kevin Conroy,96,7,6
François Morel,109,1,1
Milt Kahl,1,1,1
Misa Aika,3,0,0
Bryan Cranston,153,87,52
Dustin Milligan,57,3,2
Robert Townsend,42,6,7
Jeff Dunham,20,2,2
Luis Dávila,93,0,0
Tom Hardy,55,77,17
Connor Jessup,14,5,2
Yoko Maki,3,0,0
Alex Ozerov,33,0,0
Julie Andersen,13,4,0
Patricia Reyes Spíndola,121,4,4
Linda Hunt,54,7,11
Jeffrey Tambor,206,36,22
Silas Howard,5,3,7
Brian Dennehy,182,15,5
Kim van Kooten,29,8,4
Vinnie Jones,96,2,3
Paul Lukas,135,6,6
Ai Hashimoto,45,1,1
Christoph Waltz,112,42,84
Erdem Akakce,22,1,1
Guillermo del Toro,17,116,90
