actorName,actorMovieCount,actorAwardNominations,actorAwardWins
Brian Hooks,53,1,0
Will Ferrell,107,72,14
Janet Wood,50,0,0
José Andrade,1,0,0
Nakia Burrise,47,0,0
Gregory Dayton,22,0,0
Ivana Baquero,19,10,10
Audrey Tautou,45,20,12
Greg Kinnear,69,20,13
Gary Kent,50,1,0
Kaitlyn Maher,14,0,0
Carolina Ramírez,13,0,0
Jonathan Da Rosa,5,1,0
Brandon Baker,17,1,1
Adele Jergens,72,1,1
Chris Renaud,10,18,2
Nobiko Sawa,2,0,0
Cathryn Michon,6,0,0
Marco Nanini,55,9,9
Jānis Amanis,1,1,1
John Beers,3,0,0
Jean-François Stévenin,193,1,2
Thomas Meighan,83,1,1
Antoine-Olivier Pilon,18,2,6
Eddie Murphy,56,73,33
Jeanne Moreau,146,10,22
Yuya Yagira,41,2,5
Chris J. Murray,10,0,0
Yoshizaburo Arashi,5,0,0
Shawn Christian,66,1,0
Arlette Mirapeu,5,0,0
Pelle Heikkilä,25,0,0
Daniele Drobny,1,0,0
Steven Ritch,46,0,0
Ed Harris,103,51,32
Glenn Gould,53,2,2
Shai Avivi,38,2,1
Hinnerk Schönemann,105,4,3
Paul Kelman,27,0,0
Borivoje Todorović,111,1,1
James Lafferty,21,4,0
Constance Towers,68,2,0
Amanda Seyfried,53,17,7
Nutsa Habulava,1,0,0
Daniel Usaj,15,0,0
Austin Hébert,20,0,0
Shawn-Caulin Young,46,0,0
David Silva,124,2,1
Irene Richards,22,0,0
Tadanori Yokoo,3,0,0
Brent Gorski,5,0,0
Andrej Lunusjkin,1,0,0
Rebecca Breeds,17,2,0
Barry Watson,37,7,1
Imanol Arias,93,41,24
Maurice Luijten,3,0,0
Matthew C. Vaughan,23,0,0
Vincent Regan,98,1,1
Jung Woo,20,1,2
Jack Reynor,24,4,6
Clare Kramer,39,0,0
Josh Cooke,75,1,0
Tom Burke,53,0,0
Yōsuke Akimoto,107,0,0
Bong Tae-gyu,23,1,1
Jo Yeo-jeong,14,5,3
Brian Narelle,6,0,0
James Arness,47,4,8
Azize Diabate Abdoulaye,8,0,0
Emmanuelle Chaulet,9,0,0
Louis Williams,87,0,0
Lee Kang-Sheng,35,13,16
Emily Grace,3,0,0
Igor Fomchenko,1,0,0
Steven Drozd,8,1,0
Gracita Morales,105,1,1
Déborah Révy,12,0,0
Anika Noni Rose,50,21,6
Tiffani Thiessen,47,6,0
Catalina Sandino Moreno,31,12,18
Nancy McKeon,44,6,5
Ulli Lommel,93,2,0
Wings Hauser,114,1,0
Avalon Barrie,5,0,0
Neel Sethi,2,6,0
Samata Das,5,0,0
Richard Pawulski,2,0,0
Markus Krojer,14,1,1
Mark Gil,195,14,4
Ludovico Tersigni,6,1,1
Franky G,33,1,1
Ted Jan Roberts,17,0,0
Robert Lepage,17,16,15
Richard Stanley,78,0,0
Anna Moffo,17,0,0
Vittorio Mezzogiorno,69,5,5
Elizabeth Davis,9,0,0
Cedric the Entertainer,75,15,10
Colin Clive,18,0,0
Akira Ishihama,51,0,0
Bill Murray,87,79,54
Aiko Nagayama,38,0,0
Huie Rogers,33,1,1
Michelle Meyrink,10,0,0
Jane Brady,1,0,0
Jörn Donner,24,5,8
Konami Yoshida,56,0,0
Yevghenia Filonova,3,0,0
Dennis O'Keefe,278,0,0
Greer Garson,45,8,10
Jackie Mason,21,4,3
Marcel Bozzuffi,96,0,0
Yukie Nakama,77,2,0
Emerson Collins,6,17,17
Edna Purviance,40,0,0
Henry Cele,18,0,0
Ti Lung,124,4,6
Yasunori Irikawa,24,0,0
Lynn Hershman Leeson,1,3,4
Willa Ford,13,0,0
Rita Suomalainen,2,0,0
Lee Seung-yeon,2,0,0
Saskia Rosendahl,22,3,5
Tiina Weckström,43,1,1
Mircea Diaconu,65,1,0
Patrick Muldoon,78,2,2
Jane Asher,104,3,1
Robert Culp,170,5,1
Margit Evelyn Newton,18,0,0
Paolo Villaggio,83,2,8
Ivan Massagué,48,0,0
Jiří Suchý,24,0,0
Lewis Rainer,22,0,0
Ahidjo Mahamat Moussa,1,0,0
Ana Turpin,25,2,2
Hidetaka Yoshioka,83,4,5
James Olson,94,0,0
Edmund Moeschke,1,0,0
Hideaki Nitani,108,0,0
Kristy Swanson,85,6,1
Ryosuke Yamada,22,1,1
Luis Brandoni,96,8,3
Ruslaan Mumtaz,15,0,0
Fred Savage,50,16,13
Manuel Broekman,33,0,0
Ole Lemmeke,37,3,3
Diane Conti,3,0,0
Cuba Gooding Jr.,85,43,17
Katherine Randolph,34,0,0
Gina Philips,48,0,0
Amos Poe,6,2,0
Lewis Smith,40,0,0
Regina Orozco,37,3,1
Sonja Richter,44,10,3
Elise Lhomeau,13,0,0
Junko Miyazono,46,0,0
Zbigniew Rola,4,0,0
Shareefa Daanish,14,1,1
Greg Benson,43,0,0
Liya Kebede,12,1,1
James Westmoreland,36,0,0
Jonathan Brandis,48,7,1
Gaku Hamada,81,0,0
Carlos Hipólito,70,7,3
Hikari Mitsushima,56,5,6
Robert Arkins,6,0,0
Trevor Heins,17,0,0
Jennifer Hetrick,46,0,0
Matt Salinger,34,0,0
Richard Davidson,30,0,0
Dennis Miller,25,34,10
Renato Rossini,77,0,0
Joonas Saartamo,40,2,2
Saoirse Ronan,29,136,64
Krzysztof Dzierma,5,0,0
Ben Mendelsohn,81,31,12
Moon So-ri,31,7,13
Jim Ward,280,9,1
Xavier Samuel,34,4,3
Zelda Rubinstein,55,3,1
Victor Rasuk,39,8,0
Andrew Bowser,20,2,1
Bonnie Somerville,52,0,0
Tim Meadows,83,2,2
Karel Schleichert,81,0,0
Gavin Brown,3,1,5
Hollis Frampton,1,0,0
Bruce Abbott,35,0,0
Lee Horsley,32,2,2
Dale Midkiff,67,1,5
Mike Myers,52,43,29
Kim Anderzon,59,1,1
David Janssen,99,7,6
Jon Briddell,123,3,3
Bruce Willis,119,38,22
Elizabeth Kaitan,39,0,0
Miroslav Caslavka,2,0,0
Robin Clarke,27,0,0
Anshuman Jha,17,0,0
Alice Eve,43,0,0
Rupert Reid,31,4,4
John Belushi,13,6,2
David Beckham,7,1,1
Grey Griffin,547,41,10
Michael Paré,153,1,6
Amel Hedhili,7,2,2
Björn Starrin,9,1,0
Vanessa Kirby,26,6,2
Viola Dana,111,1,1
Alexandra Daddario,54,5,1
Mala Powers,81,2,2
Callum Keith Rennie,132,12,10
Stéphanie Touly,3,0,0
Lenore Zann,103,0,0
Ryan Steele,7,1,1
Anjali,38,3,6
Vlatka Simac,7,0,0
Tusshar Kapoor,37,5,5
Angeliki Papoulia,13,2,1
Robert Sterling,88,1,1
Lindsay Shaw,1,0,0
Atta Yaqub,27,1,0
Florence Hartigan,17,0,0
Kåre Hedebrant,4,4,1
Boyd Holbrook,33,2,1
Paul Dahlke,198,1,1
Mohit Ahlawat ,6,0,0
Bobbi Sue Luther,20,1,1
Stanley Tucci,127,55,30
F. Murray Abraham,120,12,9
Kestie Morassi,36,2,1
Brad Norman,7,0,0
Dagmara Domińczyk,37,1,1
Michael A. Miranda,85,1,0
Eamonn Owens,21,4,4
Ron Shahar,13,0,0
Chandrakant Kulkarni,2,1,1
Jürgen Prochnow,135,1,6
Evan Todd,10,0,0
Jack Betts,101,1,0
Constance Bennett,68,1,1
Vincent Croiset,44,0,0
Vincent Gallo,45,15,7
Terence Hill,82,4,7
Booboo Stewart,91,1,2
Conor McCarron,11,2,2
Esa Nikkilä,2,0,0
Said Mohamadi,2,0,0
Krisha Fairchild,28,2,2
Roy Haylock,7,1,1
Agata Buzek,42,2,3
Lar Park Lincoln,22,0,0
Maria Schell,100,6,17
Olivia Bonamy,39,1,1
Howard Berger,9,25,14
Errol Flynn,65,1,5
Tina Engel,71,1,1
Carlo Boszhard,11,1,1
Johnny Trí Nguyễn,31,2,0
Grigoriy Dobrygin,12,1,2
Ari Graynor,43,1,1
Jarkko Niemi,47,0,0
Risto Tuorila,43,1,1
Bryan Fisher,16,0,0
Arnold Vosloo,77,1,1
Rollin Perry,20,0,0
Mina Orfanou,3,1,1
Duane Jones,8,0,0
Jan Kounen,10,1,2
Ian Roberts,77,9,2
Mitch Hedberg,8,0,0
Adrienne Bailon,36,2,1
Piotr Fronczewski,125,1,0
Will Burke,15,2,0
Amy Johnston,31,0,0
Calvin Lee Reeder,14,5,3
Eileen Brennan,126,11,3
Rob Lowe,98,19,10
Hillary Clinton,2,1,1
Scott Caan,46,6,3
Judi Dench,125,174,63
Poppi Monroe,9,0,0
Sabrina Ouazani,67,2,2
Alessandro Siani,12,5,5
José Gras,13,0,0
Allan Hawco,27,3,0
Gerhard Richter,1,0,0
Jackie Gleason,44,13,7
Jonas Ball,17,0,0
Jack Warner,39,0,0
Ivan Trojan,65,6,10
Gunvor Sandkvist,19,0,0
Kathryn Fiore,41,0,0
FM Einheit,3,0,0
Baek Jong-hak,10,0,0
Elmer Bäck,19,1,0
Maeve Quinlan,44,1,0
Charlie Sheen,85,24,5
Madeleine Martin,15,1,2
Cecilia Roth,85,14,17
Sverre Hansen,81,1,1
Ferhan Şensoy,24,0,0
Sagamore Stévenin,45,1,0
Gemma-Leah Devereux,24,1,0
Cap,126,3,3
Naglaa Fathy,38,0,0
John Lodge,21,0,0
Phil Caracas,11,0,0
Van Heflin,66,4,3
Bill Burr,33,0,0
Micaela Ramazzotti,41,13,20
David Long,1,0,0
Julius Lavonen,10,1,0
Viola Davis,81,112,84
Grant Munro,7,1,3
Meissa Hampton,26,1,1
Lisa Sookhiram,1,0,0
Koudous Seihon,7,1,3
Örvar Jens Arnarson,3,0,0
Marie-Evelyne Lessard,7,1,1
Marie Windsor,171,2,2
Ariane Ascaride,72,5,4
Pavel Derevyanko,56,5,1
Evel Knievel,2,0,0
Jörg Schüttauf,123,2,10
Don Megowan,101,0,0
Franca Valeri,58,3,1
Emily Somers,13,0,0
Anna Galiena,99,5,2
José Ferrer,120,8,3
Laura Emilie Hancock,5,0,0
Tommy Giavocchini,13,0,0
Monty Woolley,32,4,4
Isiah Thomas,3,0,0
Kari Hietalahti,97,2,1
Isabel Christine Andreasen,4,0,0
Tom Fisher,43,0,0
Travis Rice,3,0,0
Cary Elwes,123,7,0
Dorota Segda,36,0,0
Dyanne Thorne,34,0,0
Nicholas Butler,1,0,0
Christiane Hörbiger,121,4,19
Vivien Leigh,20,3,10
Jack McClelland,3,0,0
Sara Gorsky,13,2,2
Charles Berling,98,6,2
Richard Ruxton,10,0,0
Verónica Sánchez,22,11,1
Ana Girardot,28,1,0
June Leaf,2,0,0
Daniel Raymont,49,0,0
Norris Culf,3,0,0
Danielle Dallacco,15,0,0
Kate Dollenmayer,2,2,0
Sébastien Ricard,23,2,1
Josh Holloway,27,20,3
Matt Bennett,29,0,0
Topher Grace,53,15,7
Ryan Jones,42,1,0
George Martin,38,0,0
Michael Sheen,83,31,15
Adrienne Pickering,24,0,0
Jay Hayden,35,0,0
Fernando Lamas,72,0,0
Vladimir Vdovichenkov,44,4,1
Henrik Mäki-Tanila,6,1,1
Gustav Dyekjær Giese,11,2,0
Kim So-hyun,28,1,0
Mike Ness,2,0,0
Catherine Scorsese,15,0,0
Richard Roxburgh,60,24,9
Tabitha St. Germain,276,16,5
Sam Hoare,36,3,1
Li Yi-Min ,53,0,0
Lynne Frederick,31,1,1
David Cronenberg,33,67,69
Eric Judor,43,0,0
Edd Byrnes,85,3,1
Jack White,25,16,6
Gerda Viira,1,0,0
Bob Dermer,25,0,0
Steve Pemberton,57,3,2
Gérard Jugnot,118,5,0
Elmira Zherzdeva,2,0,0
Jamie Anne Allman,54,0,0
Hisashi Igawa,142,1,4
Ned Beatty,166,6,3
Craig Robinson,69,12,2
Leandra Leal,54,15,28
Tim Holt,75,2,2
Lori March,45,0,0
Jeanette MacDonald,31,2,2
Beverley Wilson,2,0,0
Taylor Kitsch,26,10,2
Teruyuki Kagawa,133,6,13
Lesley Manville,101,34,13
Dennis R.D. Mascarenas,1,0,0
Jo Min-soo,8,5,6
Norman McLaren,1,5,23
Andrew Robertson,6,0,0
Maura Tierney,52,16,3
Martine Carol,50,0,0
Glenn Saxson,18,0,0
B.B. King,18,2,2
Kevin McKidd,58,5,3
Tenzin Thuthob Tsarong,1,0,0
Grant Bowler,54,0,0
Yûzô Kayama,74,1,1
Henriette Bruusgaard,2,0,0
Alexandros Parisis,15,0,0
Maya Sansa,46,7,13
"Antonio Sabàto, Jr.",85,5,1
Terrence Howard,93,55,34
Oliver Platt,95,16,3
Freda Dowie,83,1,0
Lisa Vidal,56,8,2
José Sacristán,157,9,26
Robson Nunes,29,2,2
Steve Zahn,73,10,2
Sota Fukushi,43,1,1
Shaun French,5,0,0
Noémie Lvovsky,50,19,14
Elliott Morgan,18,0,0
Rupert Graves,94,1,1
Skandar Keynes,7,3,1
Pilar Padilla,25,1,0
João Guilherme Ávila,7,1,0
George C. Scott,96,24,13
Michael Gross,119,6,8
Branka Katić,67,0,0
Victoria Carmen Sonne,17,2,3
Priyanshu Chatterjee,43,2,0
Maddie Baillio,2,1,0
Joshua Zuehlke,1,1,0
Zette Sullivan,3,0,0
Daniel Giménez Cacho,81,11,9
Doug Savant,73,4,1
Gustaf Skarsgård,42,2,3
Morjana Alaoui,13,1,1
Nader Boussandel,42,1,1
Susan Anspach,45,2,0
Ester Spitz,6,0,0
Patrick Baladi,77,0,0
Mark Burnham,25,0,0
Kevin Casey,9,0,0
Richard Briers,140,1,1
Chingmy Yau,55,5,0
Jacqueline McKenzie,58,10,9
Simón Andreu,189,2,2
Nicolas Cazalé,26,2,2
Sidney Fox,15,0,0
Michael Seater,40,6,1
Jessica Grabowsky,22,2,0
Vincent Pérez,207,3,8
Zeynep Tokuş,11,1,1
Sebastián Molinaro,2,2,0
Jeremy Slate,88,1,1
Jen Kirkman,20,0,0
Lee Jung,1,0,0
Alexander Armstrong,68,2,1
Vytautas Kaniušonis,11,1,1
Everett Bradley,1,0,0
Ravi Krishna,6,1,1
Samir Guesmi,124,2,4
Muslim Magomayev,8,2,2
Monica Vitti,62,13,37
Matt Ross,38,13,9
Pablo Mezz,2,0,0
Lincoln Younes,12,1,1
Ilarion Ciobanu,65,0,0
William Hartnell,90,0,0
Narges Rashidi,32,2,4
Vladimir Yaglych,40,0,0
Ronn Moss,20,7,5
Sílvia Munt,68,17,14
Harry Liedtke,163,0,0
Gabriel Macht,33,1,1
Adam Brody,74,4,4
David Carradine,237,15,13
Vladislav Dvorzhetsky,19,0,0
Premsinee Ratanasopha,2,0,0
Said Bey,28,1,1
Everett McGill,28,2,0
Julie Depardieu,81,3,3
Michael Hanrahan,41,0,0
Yevgeniya Kryukova,1,0,0
Tony Todd,204,2,6
Keiko Awaji,133,1,2
Vijay,17,2,2
Lindsay Burdge,56,3,3
Gary Sinise,53,17,18
Conrad Anker,1,0,0
Todd Armstrong,16,1,0
Keith Robinson,63,5,3
Zach Galligan,70,0,0
Jake White,15,0,0
Miray Akay,13,0,0
Kelly Adams,24,0,0
Jack Nicholson,77,104,87
Zhang Guoli,38,5,9
Kalina Jędrusik,38,0,0
Udo Kier,263,1,4
Judit Pogány,89,0,0
William Bishop,72,0,0
Louise Fletcher,136,11,11
Paris Warner,21,0,0
Grace McPhilips,19,3,3
Duda Mamberti,29,0,0
Isabella Ferrari,63,8,6
Mark Stanley,26,2,0
Michael Keaton,81,40,65
Bill Sage,115,3,1
Kate Fischer,12,1,0
Ichirô Araki,34,0,0
Boris Andreyev,61,6,6
Julienne Mathieu,31,0,0
Annabelle Wallis,29,2,0
Mickey Hardt,49,1,1
Petar Radenkovic,3,0,0
Warren Finnerty,27,0,0
Olivia d'Abo,107,1,3
Jamie Croft,37,1,1
Michael Ontkean,63,2,0
Rachel Specter,35,0,0
Essy Persson,17,0,0
Justin Welborn,53,0,0
Analeigh Tipton,28,0,0
Patrick Norbert,10,0,0
Oskar Löfquist,3,0,0
Suwinit Panjamawat,5,0,0
Russell Peters,44,2,1
Chôjûrô Kawarasaki,17,0,0
Jerry Nelson,120,9,7
Shawn Hatosy,69,2,0
Lesli Kay,37,2,2
Alice Faye,40,2,2
Trisha Noble,54,1,1
Lois Wilson,160,1,1
David Bjergsø,10,0,0
Yuya Tegoshi,12,0,0
Spencer Tracy,79,22,12
Mark Dana,54,0,0
Kyle Massey,27,7,2
Kim Kang-woo,1,0,0
Elina Vaska,3,1,2
Seiyo Uchino,39,1,3
John Fiedler,193,0,0
Craig Baldwin,4,2,2
Tripti Mitra,10,0,0
Dolores Fonzi,39,11,10
Dick Miller,181,1,0
Gorka Moreno,27,0,0
António Vilar,50,2,2
Romano Orzari,74,1,1
Jonny Weston,20,0,0
Matthew Ludwinski,14,1,1
Neale Donald Walsch,3,0,0
Amanda Langlet,17,1,0
Charles Malik Whitfield,95,2,0
Eva Noblezada,2,0,0
Victoria Abril,108,27,26
John Ritter,134,18,6
Rod Steiger,148,18,23
Noah Britton,5,0,0
Jesse Malin,2,0,0
Michitaro Mizushima,190,0,0
Shaun White,4,4,0
Alejandro Jodorowsky,11,12,11
Milva,18,0,0
Harley Sylvester,8,0,0
Eva Longoria,50,28,11
Antoine Monnier,1,0,0
Mimi Rogers,111,3,1
Erik Stolhanske,23,0,0
Chiharu Niiyama,20,0,0
Daniel Henney,24,3,4
Rahul Rai,12,0,0
Roger Carel,189,0,0
Glen Meadows,29,0,0
Alberto Lupo,60,1,0
Carol Channing,29,2,5
James 'Primo' Grant,1,1,1
Anna Faris,50,20,1
Damon Runyan,42,0,0
John Ashton,87,1,1
Patrick Allen,156,0,0
Anders Eriksson,29,0,0
Debra Paget,45,1,1
Nejat İşler,34,1,2
Hart Bochner,55,0,0
Alex Karpovsky,56,4,1
Fernando Luján,121,1,5
French Stewart,111,6,0
Jill Schoelen,33,2,1
Katsuo Nakamura,112,1,6
Licia Maglietta,28,5,11
Tye Olson,15,3,3
Ali Atay,23,3,0
Shaike Ophir,39,0,0
Sebastian Stigar,5,0,0
Phil Vischer,70,1,1
Andy Lau,170,42,18
Chantal Akerman,13,13,8
Akihiko Hirata,152,0,0
Nathan Lane,85,27,11
Joni Mitchell,1,1,2
Philippe Deseck,5,0,0
Heino Ferch,132,12,9
Rodrigo Falla,1,0,0
Yukari Asai,4,0,0
Joanne Woodward,78,43,27
Valeria Solarino,41,4,6
Mohammad Reza Forutan,52,1,1
Leo Gregory,60,1,0
Nadia Litz,25,5,4
John Lennon,84,10,15
Gunnar Björnstrand,140,2,2
Samuli Torssonen,7,1,1
Art Hindle,168,3,3
Joel Edgerton,73,53,15
Janusz Gajos,92,6,13
Albert Asadullin,3,0,0
Bud Luckey,10,2,1
Linda van Dyck,26,0,0
Jennifer Carpenter,31,23,5
Osamu Mukai,76,0,0
Alonso Arias,4,0,0
Aleksandr Shirvindt,61,1,1
Samuel Fuller,33,4,7
Anastasiya Zavorotnyuk,25,5,1
Jonas Bloquet,21,2,1
Deepak Dobriyal,34,5,2
Shinichi Tsutsumi,72,9,6
Anita Berber,27,0,0
Merrill Gruver,1,0,0
Brittany Curran,42,1,0
Elizabeth Brown,56,0,0
Shane Twerdun,18,2,2
Christopher Rich,65,0,0
Batzul Khayankhyarvaa,1,1,1
Josh McConville,25,1,0
Jack Jones,22,1,2
Dayton Knoll,23,0,0
Chaz Monet,15,2,2
Tim Balme,29,1,4
Agnès Varda,7,30,66
Patrick Magee,94,0,0
Michel Gondry,3,46,28
Leonid Bykov,23,1,1
Ivan Kolesnikov,13,1,1
Sterling Knight,31,1,1
Ian Hunter,101,0,0
Robi Draco Rosa,3,1,1
John Berger,4,1,1
Hideyuki Hori,128,0,0
Marianne Fortier,16,3,1
Jane Fonda,57,63,55
James Cartwright,23,0,0
William Zabka,50,2,1
Ahmet Ugurlu,16,3,3
Norman Lear,7,16,26
Ruby Lin,46,5,3
Marina Pierro,16,0,0
Clifton Webb,27,4,5
Chandra Malatitch,5,1,1
David Morrissey,90,7,1
Stefan Iordache,32,0,0
Madison Charap,5,0,0
Jenny Tamburi,33,0,0
Charles Aznavour,79,2,2
Sybil Jason,17,0,0
Frank Rivera,14,0,0
Luigi Pistilli,76,0,0
Sebastian Junger,3,13,7
Mohammad Amir Naji,25,2,2
John Simm,55,6,0
Alice Amter,40,2,2
Junko Iwao,69,0,0
Ryan Guzman,21,1,0
Kostas Smoriginas,33,2,0
Harshvardhan Rane,11,1,1
Red Steagall,7,0,0
Seth Gilliam,44,0,0
Gabriela Roel,62,1,1
Griff Rhys Jones,44,1,1
Katsuhisa Namase,134,1,1
Alma Pöysti,13,0,0
Yvonne Sanson,46,0,0
Frank Wolff,72,0,0
Johannes Nymark,10,0,0
Pier Maria Rossi,11,0,0
Paul Bowles,3,0,0
Björn Skifs,17,0,0
Dakota Pike,7,0,0
Reggie White,2,0,0
Ever Carradine,62,0,0
Derek Nimmo,67,0,0
Arthur V. Johnson,328,0,0
Jacklyn Wu ,39,5,2
Blake Jenner,15,2,2
James Brown,97,0,0
Katrina Kaif,45,11,19
Bon Scott,5,1,0
Kenneth Tobey,220,0,0
Christopher Lambert,87,1,1
Chloé Winkel,3,0,0
Joren Seldeslachts,51,1,1
Rajeev Khandelwal,23,6,3
Jean-Simon Leduc,16,1,0
Darling Narita,7,1,1
Johannes Zeiler,40,1,0
Wende Snijders,4,1,1
Roger Behr,14,0,0
Jonathan Torrens,33,5,5
Roger Corman,38,3,27
Gabriel Mann,61,1,0
Marie Theisen,2,1,1
Joe Flanigan,40,0,0
David Spade,75,17,6
David Belle,17,0,0
Samal Yeslyamova,2,1,1
Sienna Guillory,61,2,0
Boris Quercia,28,3,5
Lina El Arabi,8,0,0
Natalya Kustinskaya,17,0,0
Keith David,298,18,6
Jorge Perugorría,73,3,12
Jon Favreau,69,11,7
Lucas Pittaway,9,0,0
Chris Massoglia,15,1,0
Faten Hamama,104,10,10
Erin Karpluk,69,11,2
Miodrag Krstović,144,0,0
Danni Smith,1,0,0
Joshua Morrell,1,0,0
Claudia Jennings,28,0,0
River Huang,21,2,3
Jean-Paul Rouve,77,1,1
Darren Berrecloth,3,0,0
Matt Passmore,23,0,0
Chulpan Khamatova,54,16,7
Angela Punch McGregor,37,2,3
Eddie Spears,19,1,1
Mathieu Kassovitz,53,14,14
Kuranosuke Sasaki,88,1,0
Arcelia Ramírez,90,10,6
Richard Greene,59,0,0
Donald Houston,94,0,0
Daniel Tadesse,3,1,0
Wong Yung,18,0,0
Jessica Schwarz,53,11,6
Esteban Lamothe,36,4,4
Olivia Wilde,55,13,5
Raphaël Lacaille,21,1,1
Viveca Lindfors,147,5,4
Elsa Martinelli,61,1,1
Giedrius Kiela,5,1,0
Frank Zappa,7,0,0
Ione Butler,29,0,0
Pierre Dulat,24,0,0
Kenny Bee,107,2,0
Johnny Strong,15,0,0
Anna Sahlin,4,0,0
Simon Schwarz,128,6,3
Bridgit Mendler,36,7,0
Ben Lyon,72,1,1
Ken Marshall,24,1,0
Jack Carson,131,3,3
Rita Abela,2,0,0
Lana Wood,69,1,0
Bernie,15,5,1
Haris Markou,1,0,0
Richard J. Danum,12,0,0
Spalding Gray,42,2,0
Melanie Kinnaman,9,0,0
Shu Qi,86,28,12
Anthony Weiner,1,1,1
David Maler,9,0,0
Kelley Stoltz,1,0,0
Brasse Brännström,46,2,2
Shredi Jabarin,15,1,0
Wolfgang Bodison,71,7,8
Conal Byrne,7,0,0
Daniel Craig,73,31,15
Pam Grier,103,20,9
Crusoe Kurddal,4,1,1
Nisreen Faour,8,4,1
Kosti Klemelä,54,0,0
Chuck McCann,164,1,0
Joy Reynolds,4,0,0
Brenda Marshall,20,0,0
Keenen Ivory Wayans,22,14,5
Nora Aunor,208,74,67
Ali Faulkner,15,0,0
Kazue Fukiishi,72,2,2
Paulette Goddard,66,2,2
George Wendt,143,8,6
Lotta Losten,16,0,0
Luke Mitchell,12,1,1
J.J. North,14,0,0
Dick Clark,35,22,10
Stephanie Cumming,9,0,0
John Redlinger,39,0,0
Gary Bond,42,0,0
Marquim do Tropa,2,1,1
Kassai Lajos,1,0,0
Rebeca Spence,32,2,1
Liam Aiken,36,4,1
Joe Dante,17,11,18
Brad Hallowell,7,0,0
Jeremy Renner,55,59,35
Skin Diamond,49,4,0
Terence McKenna,2,0,0
Pierre-Ndoffé Sarr,1,0,0
Nine-Christine Jönsson,8,0,0
Françoise Prévost,82,0,0
Youssouf Djaoro,8,2,2
Rick Danko,1,0,0
Romain Bouquet,22,0,0
Natasha Lyonne,95,8,6
Christine Lahti,76,37,12
Oliver Wnuk,65,0,0
Meredith Edwards,108,0,0
Ingrid Bolsø Berdal,38,2,1
Anjela Lauren Smith,19,0,0
Andrea Anders,34,0,0
Morgan Taylor Campbell,32,3,2
Ronn K. Smith,3,0,0
April Monique Burril,19,0,0
Jamie Lee Curtis,74,30,12
Ureo Egawa,110,0,0
Michael Zelniker,38,3,3
René Cresté,54,0,0
Bien de Moor,18,1,1
Adam Pally,64,2,0
Caveh Zahedi,19,5,3
Edward Fleming,39,1,1
Mina Tander,77,3,1
Andrea Benetti,2,0,0
William Bassett,138,0,0
Ji Guanlin,5,0,0
Tony DeCamillis,1,0,0
Jeanine Meyers,5,0,0
Jan Budař,75,5,5
Ken Kesey,3,0,0
Kristin Booth,88,5,5
Arsinée Khanjian,50,1,4
Rolv Wesenlund,37,1,1
Xavien T. Bailey,4,0,0
Brigitte Mira,184,1,4
Efren Ramirez,71,2,0
Tom Gilroy,44,4,1
Erin Cahill,100,1,1
Peter Beard,1,0,0
Bernard Cribbins,117,2,1
Vashti Bunyan,2,0,0
Arthur Japin,9,1,1
Eric Mabius,67,4,2
Cole Hauser,50,1,1
Francis Lacombrade,3,0,0
Carlo Cabrini,4,0,0
Hugh Herbert,115,1,1
W. Somerset Maugham,1,0,0
Marc Balaguer,7,0,0
